State,NCESID,District,Included in national analysis,Included in nonwhite & white analysis,Included in nonwhite pov & white pov analysis,Racial concentration,Poverty,Urbanicity,Enrollment,Percent Nonwhite,Percent White,Student poverty rate,"State and local revenue, per pupil, cost adjusted","Local revenue, per pupil, cost adjusted","State revenue, per pupil, cost adjusted","State and local revenue, cost adjusted","Local revenue, cost adjusted","State revenue, cost adjusted",Median household income,Median property value
Pennsylvania,4218150,Oley Valley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,655",7%,93%,13%,"$16,554.00","$11,755.00","$4,800.00","$27,397,574.00","$19,454,169.00","$7,943,405.00","$69,777.00","$218,800.00"
Pennsylvania,4218210,Oswayo Valley School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,356,1%,99%,18%,"$20,598.00","$6,688.00","$13,910.00","$7,332,942.00","$2,380,813.00","$4,952,129.00","$37,586.00","$87,800.00"
Pennsylvania,4218240,Otto-Eldred School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,614,2%,98%,16%,"$15,838.00","$3,238.00","$12,599.00","$9,724,378.00","$1,988,305.00","$7,736,073.00","$46,080.00","$65,600.00"
Pennsylvania,4218270,Owen J. Roberts School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"5,257",15%,85%,5%,"$15,261.00","$12,197.00","$3,064.00","$80,225,740.00","$64,120,872.00","$16,104,867.00","$88,155.00","$315,800.00"
Pennsylvania,4218300,Oxford Area School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,810",33%,67%,12%,"$12,306.00","$7,855.00","$4,451.00","$46,885,631.00","$29,925,832.00","$16,959,799.00","$71,805.00","$252,200.00"
Pennsylvania,4218330,Palisades School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,598",7%,93%,6%,"$21,869.00","$17,368.00","$4,501.00","$34,946,826.00","$27,754,693.00","$7,192,133.00","$73,086.00","$362,200.00"
Pennsylvania,4218360,Palmerton Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,754",5%,95%,12%,"$15,912.00","$10,030.00","$5,882.00","$27,909,671.00","$17,592,701.00","$10,316,970.00","$57,650.00","$157,200.00"
Pennsylvania,4218390,Palmyra Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,492",12%,88%,7%,"$11,762.00","$8,550.00","$3,212.00","$41,073,046.00","$29,855,288.00","$11,217,758.00","$60,344.00","$192,200.00"
Pennsylvania,4218450,Panther Valley School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"1,592",12%,88%,26%,"$13,455.00","$6,029.00","$7,427.00","$21,420,697.00","$9,597,698.00","$11,822,999.00","$37,728.00","$62,200.00"
Pennsylvania,4218510,Parkland School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"9,126",30%,70%,7%,"$15,297.00","$12,623.00","$2,674.00","$139,599,201.00","$115,197,660.00","$24,401,541.00","$82,236.00","$248,600.00"
Pennsylvania,4218570,Pen Argyl Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,636",9%,91%,9%,"$15,302.00","$10,223.00","$5,079.00","$25,033,996.00","$16,724,207.00","$8,309,789.00","$54,568.00","$172,800.00"
Pennsylvania,4213770,Penn Cambria School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,656",2%,98%,15%,"$12,787.00","$4,296.00","$8,491.00","$21,175,714.00","$7,114,619.00","$14,061,095.00","$48,926.00","$101,500.00"
Pennsylvania,4218590,Penn Hills School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,816",69%,31%,18%,"$14,762.00","$8,703.00","$6,058.00","$56,330,834.00","$33,212,481.00","$23,118,353.00","$49,877.00","$86,900.00"
Pennsylvania,4218630,Penn Manor School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"5,127",20%,80%,12%,"$13,085.00","$9,034.00","$4,051.00","$67,086,864.00","$46,315,602.00","$20,771,261.00","$60,561.00","$178,900.00"
Pennsylvania,4218580,Penn-Delco School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,405",14%,86%,7%,"$13,305.00","$9,840.00","$3,465.00","$45,303,237.00","$33,503,977.00","$11,799,259.00","$75,903.00","$216,300.00"
Pennsylvania,4218660,Penn-Trafford School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,893",4%,96%,6%,"$11,870.00","$6,498.00","$5,372.00","$46,209,387.00","$25,297,520.00","$20,911,868.00","$70,296.00","$173,200.00"
Pennsylvania,4218740,Penncrest School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"2,946",6%,94%,17%,"$15,604.00","$5,892.00","$9,712.00","$45,968,790.00","$17,356,403.00","$28,612,387.00","$49,158.00","$109,600.00"
Pennsylvania,4218750,Pennridge School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"7,290",12%,88%,6%,"$14,932.00","$11,732.00","$3,200.00","$108,857,115.00","$85,526,070.00","$23,331,045.00","$77,204.00","$293,700.00"
Pennsylvania,4218780,Penns Manor Area School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,896,2%,98%,24%,"$16,664.00","$5,162.00","$11,503.00","$14,931,154.00","$4,624,893.00","$10,306,262.00","$47,139.00","$94,300.00"
Pennsylvania,4218810,Penns Valley Area School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,"1,455",3%,97%,20%,"$16,029.00","$10,272.00","$5,758.00","$23,322,291.00","$14,945,063.00","$8,377,228.00","$55,887.00","$184,800.00"
Pennsylvania,4218840,Pennsbury School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"10,282",22%,78%,6%,"$15,442.00","$11,865.00","$3,577.00","$158,771,224.00","$121,996,314.00","$36,774,909.00","$90,813.00","$311,900.00"
Pennsylvania,4218900,Pequea Valley School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,551",14%,86%,14%,"$19,147.00","$14,976.00","$4,171.00","$29,697,188.00","$23,227,782.00","$6,469,406.00","$59,621.00","$246,600.00"
Pennsylvania,4218930,Perkiomen Valley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"5,610",15%,85%,4%,"$14,297.00","$11,354.00","$2,943.00","$80,204,466.00","$63,693,686.00","$16,510,780.00","$97,118.00","$294,300.00"
Pennsylvania,4218960,Peters Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,200",8%,92%,3%,"$12,793.00","$9,820.00","$2,973.00","$53,732,089.00","$41,245,936.00","$12,486,153.00","$109,713.00","$327,000.00"
Pennsylvania,4218990,Philadelphia City School District,yes,yes,yes,Concentrated nonwhite,high poverty,11-City: Large,"134,044",86%,14%,36%,"$11,688.00","$5,420.00","$6,268.00","$1,566,670,800.00","$726,510,251.00","$840,160,550.00","$39,770.00","$147,300.00"
Pennsylvania,4219020,Philipsburg-Osceola Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"1,735",3%,97%,15%,"$15,835.00","$6,408.00","$9,426.00","$27,473,049.00","$11,118,173.00","$16,354,877.00","$43,125.00","$95,600.00"
Pennsylvania,4219050,Phoenixville Area School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,734",25%,75%,7%,"$17,869.00","$14,778.00","$3,090.00","$66,721,467.00","$55,181,722.00","$11,539,745.00","$75,280.00","$260,400.00"
Pennsylvania,4219140,Pine Grove Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,603",3%,97%,14%,"$13,874.00","$7,358.00","$6,516.00","$22,240,101.00","$11,794,824.00","$10,445,276.00","$51,439.00","$138,000.00"
Pennsylvania,4202850,Pine-Richland School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,574",9%,91%,4%,"$14,519.00","$11,719.00","$2,799.00","$66,407,889.00","$53,604,751.00","$12,803,138.00","$103,689.00","$285,900.00"
Pennsylvania,4219170,Pittsburgh School District,yes,no,no,Not concentrated,high poverty,11-City: Large,"24,083",67%,33%,23%,"$18,540.00","$10,068.00","$8,472.00","$446,494,705.00","$242,472,052.00","$204,022,653.00","$42,332.00","$99,800.00"
Pennsylvania,4219200,Pittston Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,287",11%,89%,17%,"$12,573.00","$7,533.00","$5,040.00","$41,327,787.00","$24,761,858.00","$16,565,929.00","$46,430.00","$120,900.00"
Pennsylvania,4219290,Pleasant Valley School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"4,779",24%,76%,12%,"$18,183.00","$9,950.00","$8,233.00","$86,896,703.00","$47,549,384.00","$39,347,319.00","$61,663.00","$183,200.00"
Pennsylvania,4219350,Plum Borough School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,813",10%,90%,6%,"$12,431.00","$7,259.00","$5,172.00","$47,398,037.00","$27,678,578.00","$19,719,459.00","$71,204.00","$142,800.00"
Pennsylvania,4219500,Pocono Mountain School District,yes,no,no,Not concentrated,low poverty,41-Rural: Fringe,"9,051",53%,47%,14%,"$20,714.00","$14,892.00","$5,822.00","$187,479,338.00","$134,783,413.00","$52,695,925.00","$56,435.00","$163,600.00"
Pennsylvania,4219530,Port Allegany School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote,707,2%,98%,26%,"$17,917.00","$4,476.00","$13,440.00","$12,666,982.00","$3,164,610.00","$9,502,372.00","$43,136.00","$83,800.00"
Pennsylvania,4219560,Portage Area School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,921,2%,98%,21%,"$12,381.00","$2,831.00","$9,549.00","$11,402,705.00","$2,607,781.00","$8,794,924.00","$43,840.00","$83,200.00"
Pennsylvania,4219650,Pottsgrove School District,yes,no,no,Not concentrated,low poverty,22-Suburb: Mid-size,"3,238",32%,68%,10%,"$15,666.00","$10,868.00","$4,798.00","$50,727,880.00","$35,190,893.00","$15,536,987.00","$71,275.00","$196,600.00"
Pennsylvania,4219680,Pottstown School District,yes,no,no,Not concentrated,high poverty,22-Suburb: Mid-size,"3,152",62%,38%,26%,"$14,015.00","$8,621.00","$5,394.00","$44,173,862.00","$27,172,645.00","$17,001,217.00","$45,051.00","$126,800.00"
Pennsylvania,4219710,Pottsville Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"2,737",13%,87%,19%,"$12,299.00","$5,497.00","$6,803.00","$33,662,697.00","$15,044,126.00","$18,618,571.00","$41,307.00","$78,400.00"
Pennsylvania,4219800,Punxsutawney Area School District,yes,yes,no,Concentrated white,high poverty,33-Town: Remote,"2,148",3%,97%,21%,"$15,541.00","$4,993.00","$10,547.00","$33,381,061.00","$10,725,431.00","$22,655,630.00","$42,642.00","$92,600.00"
Pennsylvania,4219830,Purchase Line School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,886,2%,98%,24%,"$17,959.00","$3,784.00","$14,175.00","$15,911,807.00","$3,352,567.00","$12,559,240.00","$39,292.00","$74,100.00"
Pennsylvania,4219860,Quaker Valley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,865",15%,85%,7%,"$19,994.00","$16,893.00","$3,101.00","$37,289,172.00","$31,505,562.00","$5,783,609.00","$78,799.00","$269,900.00"
Pennsylvania,4219890,Quakertown Community School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"5,210",16%,84%,7%,"$15,892.00","$12,077.00","$3,815.00","$82,799,378.00","$62,921,511.00","$19,877,867.00","$66,047.00","$240,900.00"
Pennsylvania,4219920,Radnor Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"3,730",27%,73%,6%,"$20,235.00","$17,098.00","$3,137.00","$75,477,608.00","$63,776,982.00","$11,700,626.00","$106,209.00","$636,300.00"
Pennsylvania,4220040,Reading School District,yes,yes,yes,Concentrated nonwhite,high poverty,13-City: Small,"17,316",94%,6%,42%,"$10,836.00","$2,204.00","$8,633.00","$187,639,912.00","$38,159,184.00","$149,480,727.00","$27,247.00","$68,400.00"
Pennsylvania,4220100,Red Lion Area School District,yes,yes,yes,Concentrated white,low poverty,22-Suburb: Mid-size,"5,101",12%,88%,10%,"$15,031.00","$9,783.00","$5,248.00","$76,673,780.00","$49,904,315.00","$26,769,465.00","$59,788.00","$168,700.00"
Pennsylvania,4220130,Redbank Valley School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote,"1,104",1%,99%,20%,"$13,794.00","$3,194.00","$10,601.00","$15,228,975.00","$3,525,637.00","$11,703,338.00","$44,106.00","$82,000.00"
Pennsylvania,4220220,Reynolds School District,yes,yes,no,Concentrated white,high poverty,31-Town: Fringe,"1,075",5%,95%,24%,"$16,473.00","$5,810.00","$10,663.00","$17,708,915.00","$6,245,987.00","$11,462,928.00","$47,582.00","$102,000.00"
Pennsylvania,4220250,Richland School District,yes,yes,yes,Concentrated white,low poverty,23-Suburb: Small,"1,582",7%,93%,12%,"$12,619.00","$9,017.00","$3,603.00","$19,963,876.00","$14,264,498.00","$5,699,378.00","$54,214.00","$137,200.00"
Pennsylvania,4220310,Ridgway Area School District,yes,yes,yes,Concentrated white,low poverty,33-Town: Remote,824,5%,95%,14%,"$14,643.00","$5,638.00","$9,004.00","$12,065,535.00","$4,645,828.00","$7,419,707.00","$46,474.00","$79,600.00"
Pennsylvania,4220370,Ridley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"5,406",20%,80%,10%,"$15,436.00","$11,104.00","$4,333.00","$83,449,674.00","$60,027,281.00","$23,422,393.00","$65,706.00","$191,200.00"
Pennsylvania,4220400,Ringgold School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,859",13%,87%,13%,"$13,415.00","$6,622.00","$6,793.00","$38,353,924.00","$18,933,113.00","$19,420,811.00","$51,177.00","$118,300.00"
Pennsylvania,4217430,Riverside Beaver County School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,472",3%,97%,13%,"$13,965.00","$6,043.00","$7,922.00","$20,556,596.00","$8,894,946.00","$11,661,650.00","$63,244.00","$146,600.00"
Pennsylvania,4223250,Riverside School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,481",20%,80%,17%,"$14,048.00","$8,901.00","$5,147.00","$20,805,346.00","$13,182,048.00","$7,623,298.00","$46,071.00","$132,700.00"
Pennsylvania,4220430,Riverview School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,956,14%,86%,11%,"$18,861.00","$13,717.00","$5,144.00","$18,031,367.00","$13,113,721.00","$4,917,646.00","$53,319.00","$156,500.00"
Pennsylvania,4220460,Rochester Area School District,yes,no,no,Not concentrated,high poverty,41-Rural: Fringe,732,27%,73%,20%,"$17,275.00","$6,464.00","$10,811.00","$12,645,554.00","$4,731,994.00","$7,913,559.00","$41,843.00","$83,300.00"
Pennsylvania,4220520,Rockwood Area School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,728,3%,97%,14%,"$13,947.00","$7,391.00","$6,556.00","$10,153,370.00","$5,380,840.00","$4,772,530.00","$51,305.00","$113,900.00"
Pennsylvania,4220550,Rose Tree Media School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,773",17%,83%,5%,"$19,329.00","$16,201.00","$3,129.00","$72,929,295.00","$61,124,602.00","$11,804,692.00","$91,731.00","$368,400.00"
Pennsylvania,4220730,Salisbury Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"1,560",28%,72%,10%,"$21,542.00","$15,477.00","$6,065.00","$33,605,063.00","$24,144,253.00","$9,460,810.00","$74,554.00","$208,900.00"
Pennsylvania,4220760,Salisbury-Elk Lick School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,269,1%,99%,45%,"$14,920.00","$4,715.00","$10,204.00","$4,013,406.00","$1,268,456.00","$2,744,950.00","$42,286.00","$100,800.00"
Pennsylvania,4211730,Saucon Valley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,173",13%,87%,7%,"$17,660.00","$14,006.00","$3,654.00","$38,374,689.00","$30,434,883.00","$7,939,806.00","$69,816.00","$222,800.00"
Pennsylvania,4220850,Sayre Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"1,057",2%,98%,15%,"$15,614.00","$6,870.00","$8,744.00","$16,504,167.00","$7,261,683.00","$9,242,484.00","$46,514.00","$126,500.00"
Pennsylvania,4220910,Schuylkill Haven Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"1,221",8%,92%,12%,"$14,081.00","$6,507.00","$7,574.00","$17,192,812.00","$7,945,469.00","$9,247,343.00","$52,198.00","$110,200.00"
Pennsylvania,4220970,Schuylkill Valley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,018",14%,86%,8%,"$16,083.00","$12,514.00","$3,569.00","$32,456,465.00","$25,253,952.00","$7,202,513.00","$66,909.00","$207,100.00"
Pennsylvania,4221090,Scranton School District,yes,no,no,Not concentrated,high poverty,13-City: Small,"10,056",48%,52%,28%,"$11,720.00","$5,567.00","$6,153.00","$117,858,893.00","$55,981,303.00","$61,877,590.00","$38,232.00","$104,500.00"
Pennsylvania,4221120,Selinsgrove Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"2,683",10%,90%,15%,"$14,269.00","$9,073.00","$5,196.00","$38,284,266.00","$24,343,360.00","$13,940,906.00","$53,144.00","$161,300.00"
Pennsylvania,4222440,Seneca Valley School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"7,152",8%,92%,4%,"$14,682.00","$10,710.00","$3,972.00","$105,006,028.00","$76,599,020.00","$28,407,007.00","$87,933.00","$241,400.00"
Pennsylvania,4221180,Shade-Central City School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,456,1%,99%,14%,"$16,445.00","$4,970.00","$11,476.00","$7,499,103.00","$2,266,145.00","$5,232,957.00","$41,846.00","$70,600.00"
Pennsylvania,4221200,Shaler Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,451",8%,92%,9%,"$14,557.00","$9,775.00","$4,782.00","$64,793,132.00","$43,506,341.00","$21,286,791.00","$59,231.00","$142,300.00"
Pennsylvania,4221240,Shamokin Area School District,yes,yes,no,Concentrated white,high poverty,32-Town: Distant,"2,341",11%,89%,21%,"$10,607.00","$3,195.00","$7,411.00","$24,829,979.00","$7,479,958.00","$17,350,021.00","$36,329.00","$66,800.00"
Pennsylvania,4221270,Shanksville-Stonycreek School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,332,5%,95%,25%,"$19,264.00","$12,011.00","$7,252.00","$6,395,629.00","$3,987,818.00","$2,407,811.00","$55,224.00","$150,900.00"
Pennsylvania,4221330,Sharon City School District,yes,no,no,Not concentrated,high poverty,21-Suburb: Large,"2,027",36%,64%,36%,"$13,497.00","$4,356.00","$9,141.00","$27,358,247.00","$8,829,004.00","$18,529,243.00","$31,757.00","$61,300.00"
Pennsylvania,4221420,Sharpsville Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,258",6%,94%,17%,"$11,769.00","$4,579.00","$7,191.00","$14,805,594.00","$5,759,935.00","$9,045,658.00","$47,769.00","$105,800.00"
Pennsylvania,4221490,Shenandoah Valley School District,yes,no,no,Not concentrated,high poverty,32-Town: Distant,986,45%,55%,35%,"$13,705.00","$4,305.00","$9,400.00","$13,513,300.00","$4,244,457.00","$9,268,843.00","$29,391.00","$42,800.00"
Pennsylvania,4221510,Shenango Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,151",4%,96%,16%,"$13,973.00","$5,117.00","$8,856.00","$16,082,882.00","$5,889,134.00","$10,193,748.00","$51,450.00","$115,700.00"
Pennsylvania,4221540,Shikellamy School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"2,791",19%,81%,20%,"$13,928.00","$7,106.00","$6,822.00","$38,873,559.00","$19,833,410.00","$19,040,149.00","$44,716.00","$121,100.00"
Pennsylvania,4221570,Shippensburg Area School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"3,319",12%,88%,17%,"$12,698.00","$7,895.00","$4,803.00","$42,144,306.00","$26,204,130.00","$15,940,176.00","$48,999.00","$170,800.00"
Pennsylvania,4221660,Slippery Rock Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"2,069",5%,95%,11%,"$13,368.00","$7,300.00","$6,068.00","$27,659,173.00","$15,104,172.00","$12,555,001.00","$50,227.00","$160,100.00"
Pennsylvania,4221690,Smethport Area School District,yes,yes,no,Concentrated white,high poverty,43-Rural: Remote,847,2%,98%,22%,"$15,315.00","$4,343.00","$10,973.00","$12,971,991.00","$3,678,262.00","$9,293,729.00","$45,596.00","$82,500.00"
Pennsylvania,4221810,Solanco School District,yes,yes,no,Concentrated white,high poverty,41-Rural: Fringe,"3,478",12%,88%,20%,"$13,252.00","$8,369.00","$4,883.00","$46,089,222.00","$29,106,558.00","$16,982,664.00","$61,595.00","$212,800.00"
Pennsylvania,4221840,Somerset Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"2,170",6%,94%,18%,"$15,364.00","$9,556.00","$5,808.00","$33,340,885.00","$20,736,474.00","$12,604,411.00","$46,714.00","$116,000.00"
Pennsylvania,4221870,Souderton Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"6,505",19%,81%,5%,"$14,349.00","$11,113.00","$3,236.00","$93,341,892.00","$72,293,172.00","$21,048,720.00","$83,384.00","$300,300.00"
Pennsylvania,4221910,South Allegheny School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,479",11%,89%,19%,"$12,519.00","$4,081.00","$8,438.00","$18,515,456.00","$6,035,630.00","$12,479,826.00","$43,210.00","$68,900.00"
Pennsylvania,4221930,South Butler County School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"2,443",2%,98%,7%,"$12,593.00","$7,407.00","$5,187.00","$30,765,656.00","$18,094,892.00","$12,670,764.00","$61,181.00","$188,200.00"
Pennsylvania,4222170,South Eastern School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"2,645",6%,94%,8%,"$17,879.00","$11,503.00","$6,376.00","$47,290,138.00","$30,426,204.00","$16,863,933.00","$69,146.00","$203,600.00"
Pennsylvania,4220580,South Fayette Township School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,995",20%,80%,4%,"$13,889.00","$11,055.00","$2,835.00","$41,598,822.00","$33,109,161.00","$8,489,660.00","$79,527.00","$202,900.00"
Pennsylvania,4222050,South Middleton School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"2,112",10%,90%,7%,"$13,797.00","$9,972.00","$3,825.00","$29,140,172.00","$21,061,745.00","$8,078,428.00","$69,539.00","$201,600.00"
Pennsylvania,4222060,South Park School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,812",7%,93%,6%,"$14,347.00","$8,978.00","$5,368.00","$25,996,497.00","$16,268,934.00","$9,727,564.00","$69,190.00","$151,100.00"
Pennsylvania,4222230,South Side Area School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,092",3%,97%,7%,"$19,030.00","$7,303.00","$11,726.00","$20,780,567.00","$7,975,325.00","$12,805,242.00","$65,368.00","$159,500.00"
Pennsylvania,4222470,South Western School District,yes,yes,yes,Concentrated white,low poverty,23-Suburb: Small,"4,074",11%,89%,8%,"$13,816.00","$9,428.00","$4,387.00","$56,284,679.00","$38,410,036.00","$17,874,643.00","$66,690.00","$189,900.00"
Pennsylvania,4222140,South Williamsport Area School District,yes,yes,yes,Concentrated white,low poverty,23-Suburb: Small,"1,246",7%,93%,19%,"$13,097.00","$5,978.00","$7,119.00","$16,318,438.00","$7,448,571.00","$8,869,867.00","$46,469.00","$124,400.00"
Pennsylvania,4222400,Southeast Delco School District,yes,yes,yes,Concentrated nonwhite,high poverty,21-Suburb: Large,"4,131",79%,21%,23%,"$13,104.00","$7,506.00","$5,598.00","$54,134,659.00","$31,009,275.00","$23,125,384.00","$51,271.00","$115,500.00"
Pennsylvania,4222200,Southeastern Greene School District,yes,yes,no,Concentrated white,high poverty,42-Rural: Distant,623,1%,99%,28%,"$16,541.00","$5,027.00","$11,514.00","$10,304,981.00","$3,131,823.00","$7,173,157.00","$47,759.00","$76,500.00"
Pennsylvania,4222260,Southern Columbia Area School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"1,381",5%,95%,13%,"$13,577.00","$8,096.00","$5,481.00","$18,749,932.00","$11,180,389.00","$7,569,542.00","$53,534.00","$165,600.00"
Pennsylvania,4222290,Southern Fulton School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,758,3%,97%,15%,"$14,292.00","$5,616.00","$8,676.00","$10,833,683.00","$4,257,123.00","$6,576,560.00","$52,951.00","$166,100.00"
Pennsylvania,4222320,Southern Huntingdon County School District,yes,yes,yes,Concentrated white,low poverty,42-Rural: Distant,"1,185",3%,97%,14%,"$12,658.00","$4,535.00","$8,122.00","$14,999,203.00","$5,374,540.00","$9,624,663.00","$46,230.00","$115,300.00"
Pennsylvania,4222350,Southern Lehigh School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"3,122",13%,87%,6%,"$17,135.00","$13,269.00","$3,866.00","$53,494,859.00","$41,426,579.00","$12,068,280.00","$85,863.00","$279,800.00"
Pennsylvania,4222370,Southern Tioga School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,"1,783",3%,97%,15%,"$15,569.00","$7,671.00","$7,898.00","$27,760,007.00","$13,677,295.00","$14,082,712.00","$49,030.00","$142,900.00"
Pennsylvania,4222380,Southern York County School District,yes,yes,yes,Concentrated white,low poverty,41-Rural: Fringe,"3,034",10%,90%,6%,"$15,271.00","$10,643.00","$4,628.00","$46,332,196.00","$32,290,734.00","$14,041,462.00","$71,990.00","$229,500.00"
Pennsylvania,4222410,Southmoreland School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"1,855",4%,96%,15%,"$13,130.00","$5,507.00","$7,623.00","$24,355,337.00","$10,214,943.00","$14,140,394.00","$44,314.00","$95,900.00"
Pennsylvania,4222530,Spring Cove School District,yes,yes,yes,Concentrated white,low poverty,31-Town: Fringe,"1,922",4%,96%,14%,"$11,952.00","$6,005.00","$5,947.00","$22,970,878.00","$11,541,246.00","$11,429,632.00","$47,264.00","$134,600.00"
Pennsylvania,4222590,Spring Grove Area School District,yes,yes,yes,Concentrated white,low poverty,22-Suburb: Mid-size,"3,752",12%,88%,8%,"$14,892.00","$10,027.00","$4,865.00","$55,876,559.00","$37,622,307.00","$18,254,252.00","$68,668.00","$172,400.00"
Pennsylvania,4222560,Spring-Ford Area School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"7,846",19%,81%,4%,"$14,481.00","$11,568.00","$2,914.00","$113,619,115.00","$90,759,581.00","$22,859,534.00","$91,192.00","$289,100.00"
Pennsylvania,4222600,Springfield School District,yes,yes,yes,Concentrated white,low poverty,21-Suburb: Large,"4,002",18%,82%,5%,"$14,197.00","$11,843.00","$2,353.00","$56,815,449.00","$47,397,007.00","$9,418,443.00","$99,202.00","$286,600.00"
Pennsylvania,4222620,Springfield Township School District,yes,no,no,Not concentrated,low poverty,21-Suburb: Large,"2,343",26%,74%,4%,"$18,122.00","$15,085.00","$3,037.00","$42,460,092.00","$35,345,122.00","$7,114,970.00","$87,693.00","$317,500.00"
Pennsylvania,4222710,St. Clair Area School District,yes,yes,yes,Concentrated white,low poverty,32-Town: Distant,525,10%,90%,16%,"$18,153.00","$9,356.00","$8,797.00","$9,530,352.00","$4,911,818.00","$4,618,533.00","$42,457.00","$63,900.00"
